user_id,gender,age,race,facebook,pinterest,instagram,linkedin,twitter
1077,Male,30-49,White Non-Hispanic,No,Yes,No,Yes,Yes
1078,Male,65+,White Non-Hispanic,Yes,No,No,Yes,No
1079,Female,65+,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1080,Male,65+,Hispanic,Yes,No,Yes,No,Yes
1081,Male,65+,Hispanic,Yes,Yes,Yes,Yes,Yes
1082,Male,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,No
1083,Female,65+,Black Non-Hispanic,Yes,No,Yes,Yes,No
1084,Male,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1085,Male,30-49,Black Non-Hispanic,No,Yes,Yes,No,Yes
1086,Female,30-49,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1087,Male,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,No
1088,Female,30-49,Hispanic,Yes,Yes,No,No,Yes
1089,Female,50-64,Hispanic,No,No,Yes,No,Yes
1090,Female,65+,Hispanic,Yes,Yes,Yes,Yes,Yes
1091,Female,65+,White Non-Hispanic,No,Yes,Yes,No,Yes
1092,Male,30-49,Hispanic,No,Yes,No,Yes,Yes
1093,Male,65+,Hispanic,No,Yes,No,Yes,Yes
1094,Female,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1095,Female,18-29,White Non-Hispanic,No,Yes,Yes,Yes,No
1096,Male,65+,White Non-Hispanic,No,Yes,No,No,Yes
1097,Female,50-64,White Non-Hispanic,No,Yes,No,Yes,Yes
1098,Male,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1099,Female,65+,Hispanic,Yes,No,Yes,Yes,Yes
1100,Female,50-64,White Non-Hispanic,Yes,No,Yes,No,Yes
1101,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,No
1102,Female,65+,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1103,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1104,Female,18-29,Hispanic,Yes,Yes,No,Yes,Yes
1105,Female,50-64,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1106,Male,65+,White Non-Hispanic,Yes,No,No,No,Yes
1107,Male,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1108,Female,30-49,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1109,Female,50-64,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1110,Female,30-49,Hispanic,Yes,Yes,No,Yes,Yes
1111,Female,30-49,Hispanic,Yes,Yes,Yes,No,Yes
1112,Female,50-64,Hispanic,No,No,No,Yes,Yes
1113,Male,50-64,Black Non-Hispanic,Yes,No,Yes,No,No
1114,Male,50-64,Black Non-Hispanic,No,No,Yes,Yes,No
1115,Male,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1116,Female,65+,Hispanic,Yes,No,Yes,Yes,Yes
1117,Male,30-49,White Non-Hispanic,Yes,No,Yes,Yes,No
1118,Female,65+,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1119,Male,65+,Hispanic,No,No,No,Yes,No
1120,Female,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1121,Female,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1122,Male,30-49,Hispanic,No,Yes,Yes,Yes,Yes
1123,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,No
1124,Female,30-49,Hispanic,Yes,No,No,Yes,Yes
1125,Female,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1126,Female,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1127,Female,30-49,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1128,Female,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1129,Female,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1130,Male,65+,Hispanic,Yes,Yes,Yes,No,Yes
1131,Male,65+,Hispanic,Yes,No,Yes,Yes,No
1132,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1133,Male,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1134,Male,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1135,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1136,Female,18-29,Hispanic,Yes,No,Yes,Yes,Yes
1137,Male,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1138,Male,65+,Hispanic,No,Yes,No,No,Yes
1139,Female,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1140,Female,50-64,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1141,Female,65+,Hispanic,Yes,Yes,No,Yes,Yes
1142,Male,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1143,Male,65+,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1144,Male,50-64,White Non-Hispanic,No,No,No,Yes,Yes
1145,Female,50-64,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1146,Male,65+,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1147,Female,18-29,White Non-Hispanic,Yes,No,Yes,Yes,No
1148,Male,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1149,Male,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1150,Female,30-49,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1151,Female,65+,White Non-Hispanic,Yes,Yes,Yes,Yes,No
1152,Female,30-49,White Non-Hispanic,Yes,Yes,No,No,Yes
1153,Male,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1154,Female,65+,White Non-Hispanic,No,No,Yes,Yes,Yes
1155,Male,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1156,Female,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1157,Female,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1158,Female,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1159,Female,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1160,Male,65+,Hispanic,Yes,Yes,Yes,Yes,Yes
1161,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1162,Male,30-49,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1163,Male,65+,Hispanic,Yes,No,Yes,Yes,Yes
1164,Female,65+,Hispanic,Yes,No,Yes,No,No
1165,Male,18-29,Black Non-Hispanic,Yes,No,Yes,No,Yes
1166,Female,30-49,White Non-Hispanic,Yes,No,No,Yes,Yes
1167,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1168,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1169,Female,18-29,White Non-Hispanic,Yes,Yes,No,Yes,Yes
1170,Male,18-29,Hispanic,Yes,Yes,Yes,Yes,No
1171,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1172,Male,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1173,Male,50-64,Hispanic,Yes,No,No,No,Yes
1174,Male,30-49,Hispanic,Yes,No,No,Yes,Yes
1175,Male,65+,Black Non-Hispanic,Yes,No,No,Yes,No
1176,Female,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1177,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1178,Male,30-49,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1179,Male,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1180,Female,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1181,Male,30-49,White Non-Hispanic,No,No,Yes,No,Yes
1182,Male,30-49,White Non-Hispanic,Yes,No,No,Yes,Yes
1183,Female,65+,Hispanic,Yes,No,Yes,No,Yes
1184,Female,50-64,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1185,Male,65+,White Non-Hispanic,Yes,No,Yes,Yes,No
1186,Female,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1187,Female,65+,Black Non-Hispanic,Yes,Yes,No,Yes,Yes
1188,Male,18-29,Hispanic,Yes,Yes,Yes,No,Yes
1189,Male,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1190,Male,18-29,Hispanic,Yes,Yes,Yes,No,Yes
1191,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1192,Male,65+,Black Non-Hispanic,No,No,Yes,Yes,Yes
1193,Male,65+,White Non-Hispanic,Yes,Yes,No,Yes,Yes
1194,Male,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1195,Male,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1196,Female,65+,White Non-Hispanic,No,No,No,No,Yes
1197,Male,65+,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1198,Female,50-64,Black Non-Hispanic,No,No,Yes,Yes,Yes
1199,Male,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1200,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1201,Female,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1202,Male,18-29,White Non-Hispanic,Yes,Yes,No,Yes,No
1203,Female,65+,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1204,Female,65+,Hispanic,Yes,No,Yes,Yes,Yes
1205,Male,65+,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1206,Male,30-49,Hispanic,No,Yes,No,No,Yes
1207,Female,18-29,White Non-Hispanic,Yes,Yes,No,Yes,Yes
1208,Male,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1209,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1210,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1211,Female,18-29,White Non-Hispanic,Yes,No,Yes,No,Yes
1212,Male,30-49,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1213,Female,65+,Hispanic,No,Yes,Yes,Yes,No
1214,Male,50-64,White Non-Hispanic,No,No,Yes,Yes,Yes
1215,Male,30-49,Black Non-Hispanic,Yes,Yes,No,Yes,Yes
1216,Female,65+,Hispanic,Yes,No,Yes,Yes,Yes
1217,Male,50-64,White Non-Hispanic,Yes,No,Yes,Yes,No
1218,Female,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1219,Male,18-29,Hispanic,No,Yes,Yes,Yes,Yes
1220,Female,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1221,Female,65+,Hispanic,No,Yes,Yes,No,Yes
1222,Female,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1223,Female,65+,Hispanic,Yes,No,Yes,Yes,Yes
1224,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1225,Female,18-29,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1226,Female,50-64,Hispanic,Yes,No,Yes,No,Yes
1227,Female,18-29,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1228,Female,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1229,Female,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1230,Female,65+,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1231,Female,30-49,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1232,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1233,Male,65+,Hispanic,Yes,Yes,No,Yes,Yes
1234,Female,65+,Black Non-Hispanic,No,No,Yes,Yes,Yes
1235,Male,50-64,Hispanic,Yes,Yes,No,No,Yes
1236,Female,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1237,Male,30-49,Hispanic,No,No,Yes,Yes,Yes
1238,Male,18-29,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1239,Male,30-49,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1240,Female,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1241,Male,18-29,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1242,Female,30-49,Hispanic,No,Yes,Yes,Yes,Yes
1243,Male,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1244,Female,50-64,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1245,Male,65+,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1246,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1247,Male,18-29,Black Non-Hispanic,No,No,Yes,Yes,Yes
1248,Female,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1249,Female,65+,Hispanic,Yes,No,Yes,Yes,Yes
1250,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1251,Male,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1252,Male,50-64,White Non-Hispanic,Yes,No,No,Yes,Yes
1253,Male,50-64,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1254,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1255,Female,65+,Hispanic,Yes,Yes,Yes,Yes,Yes
1256,Female,18-29,White Non-Hispanic,No,No,Yes,Yes,No
1257,Male,50-64,Hispanic,No,Yes,Yes,Yes,No
1258,Male,18-29,White Non-Hispanic,No,Yes,No,No,Yes
1259,Male,65+,Black Non-Hispanic,Yes,No,Yes,No,No
1260,Male,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1261,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1262,Female,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1263,Female,50-64,Hispanic,Yes,Yes,Yes,No,Yes
1264,Female,18-29,Hispanic,Yes,No,Yes,Yes,No
1265,Female,30-49,Hispanic,No,Yes,Yes,Yes,Yes
1266,Male,65+,Hispanic,No,No,Yes,Yes,Yes
1267,Female,18-29,Black Non-Hispanic,Yes,No,No,Yes,No
1268,Male,50-64,Hispanic,Yes,No,Yes,Yes,No
1269,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1270,Male,65+,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1271,Male,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1272,Female,18-29,Hispanic,Yes,No,Yes,Yes,Yes
1273,Male,30-49,Black Non-Hispanic,Yes,No,Yes,No,Yes
1274,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1275,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1276,Female,18-29,Black Non-Hispanic,Yes,Yes,Yes,No,No
1277,Male,50-64,Hispanic,Yes,Yes,Yes,No,Yes
1278,Female,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1279,Female,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1280,Female,18-29,White Non-Hispanic,No,No,Yes,Yes,Yes
1281,Male,65+,Black Non-Hispanic,Yes,No,Yes,No,Yes
1282,Female,30-49,Black Non-Hispanic,No,Yes,No,Yes,Yes
1283,Male,30-49,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1284,Female,65+,Black Non-Hispanic,Yes,Yes,Yes,No,No
1285,Male,50-64,Hispanic,No,Yes,Yes,Yes,Yes
1286,Female,30-49,Hispanic,Yes,Yes,No,Yes,Yes
1287,Male,30-49,Hispanic,Yes,Yes,Yes,No,Yes
1288,Male,65+,White Non-Hispanic,Yes,No,Yes,Yes,No
1289,Female,18-29,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1290,Male,30-49,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1291,Female,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1292,Male,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,No
1293,Male,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1294,Female,50-64,Hispanic,Yes,No,Yes,No,Yes
1295,Female,50-64,White Non-Hispanic,Yes,No,No,Yes,Yes
1296,Female,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1297,Male,18-29,Black Non-Hispanic,Yes,Yes,No,No,No
1298,Female,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1299,Male,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1300,Female,18-29,Black Non-Hispanic,Yes,Yes,No,No,Yes
1301,Female,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1302,Female,65+,White Non-Hispanic,Yes,Yes,Yes,Yes,No
1303,Male,30-49,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1304,Female,18-29,Black Non-Hispanic,Yes,Yes,No,Yes,Yes
1305,Female,18-29,White Non-Hispanic,Yes,No,Yes,No,Yes
1306,Female,65+,White Non-Hispanic,No,No,Yes,Yes,No
1307,Female,30-49,Black Non-Hispanic,Yes,Yes,No,Yes,Yes
1308,Female,30-49,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1309,Female,18-29,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1310,Female,65+,White Non-Hispanic,Yes,Yes,Yes,Yes,No
1311,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1312,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1313,Male,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1314,Male,30-49,White Non-Hispanic,No,No,Yes,Yes,Yes
1315,Female,30-49,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1316,Female,30-49,Black Non-Hispanic,Yes,No,Yes,No,Yes
1317,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1318,Female,50-64,Hispanic,No,No,No,Yes,Yes
1319,Male,65+,White Non-Hispanic,Yes,No,No,Yes,Yes
1320,Female,30-49,Black Non-Hispanic,Yes,Yes,No,Yes,Yes
1321,Female,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1322,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1323,Female,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,No
1324,Male,65+,Hispanic,Yes,No,No,No,Yes
1325,Male,50-64,Black Non-Hispanic,No,No,Yes,Yes,No
1326,Male,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1327,Female,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1328,Male,18-29,Hispanic,Yes,Yes,No,No,Yes
1329,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1330,Male,30-49,Black Non-Hispanic,Yes,No,No,Yes,Yes
1331,Female,50-64,Black Non-Hispanic,Yes,No,Yes,No,Yes
1332,Female,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1333,Male,30-49,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1334,Male,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1335,Male,18-29,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1336,Male,50-64,Hispanic,Yes,Yes,No,Yes,Yes
1337,Male,50-64,Hispanic,Yes,No,Yes,No,Yes
1338,Female,30-49,Black Non-Hispanic,No,No,No,No,Yes
1339,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,No
1340,Female,18-29,Black Non-Hispanic,No,No,Yes,Yes,Yes
1341,Male,30-49,Hispanic,Yes,No,Yes,No,Yes
1342,Female,50-64,White Non-Hispanic,Yes,No,No,No,No
1343,Female,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1344,Female,18-29,Hispanic,Yes,Yes,No,Yes,Yes
1345,Male,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,No
1346,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1347,Male,50-64,Hispanic,Yes,Yes,Yes,Yes,No
1348,Male,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1349,Male,65+,White Non-Hispanic,Yes,No,No,Yes,Yes
1350,Female,30-49,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1351,Female,65+,Black Non-Hispanic,No,No,No,No,Yes
1352,Female,18-29,White Non-Hispanic,No,Yes,Yes,Yes,No
1353,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1354,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1355,Male,18-29,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1356,Male,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1357,Male,50-64,Hispanic,Yes,Yes,Yes,Yes,No
1358,Male,50-64,White Non-Hispanic,No,No,Yes,Yes,Yes
1359,Female,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1360,Male,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,No
1361,Male,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1362,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1363,Male,65+,Hispanic,Yes,No,No,Yes,Yes
1364,Male,30-49,White Non-Hispanic,Yes,Yes,No,Yes,Yes
1365,Female,30-49,White Non-Hispanic,Yes,No,Yes,No,Yes
1366,Male,65+,White Non-Hispanic,Yes,Yes,Yes,No,No
1367,Female,18-29,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1368,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1369,Female,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1370,Female,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1371,Male,18-29,Hispanic,No,No,Yes,Yes,Yes
1372,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,No,No
1373,Male,50-64,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1374,Male,18-29,Hispanic,Yes,No,Yes,Yes,Yes
1375,Female,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1376,Male,18-29,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1377,Male,18-29,Hispanic,Yes,No,Yes,No,Yes
1378,Male,30-49,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1379,Male,50-64,Hispanic,Yes,No,No,Yes,Yes
1380,Male,30-49,Hispanic,No,No,Yes,Yes,No
1381,Female,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1382,Male,18-29,Hispanic,Yes,No,Yes,No,No
1383,Male,65+,Hispanic,Yes,No,Yes,Yes,Yes
1384,Female,65+,Hispanic,Yes,Yes,Yes,No,Yes
1385,Male,18-29,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1386,Male,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1387,Male,18-29,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1388,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1389,Male,50-64,Black Non-Hispanic,Yes,No,Yes,Yes,No
1390,Male,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1391,Female,30-49,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1392,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,No
1393,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1394,Male,65+,Hispanic,No,Yes,Yes,Yes,Yes
1395,Male,65+,Hispanic,No,No,Yes,Yes,Yes
1396,Female,18-29,Hispanic,No,No,Yes,Yes,Yes
1397,Male,30-49,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1398,Male,30-49,Black Non-Hispanic,No,Yes,Yes,No,Yes
1399,Female,18-29,Hispanic,Yes,No,Yes,Yes,Yes
1400,Female,50-64,Hispanic,Yes,Yes,Yes,Yes,Yes
1401,Male,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1402,Female,30-49,Hispanic,No,No,Yes,Yes,Yes
1403,Female,50-64,White Non-Hispanic,Yes,No,Yes,No,Yes
1404,Male,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1405,Female,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1406,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1407,Male,30-49,White Non-Hispanic,No,No,No,Yes,No
1408,Male,65+,White Non-Hispanic,Yes,Yes,No,No,No
1409,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1410,Male,18-29,White Non-Hispanic,Yes,No,Yes,No,Yes
1411,Male,65+,White Non-Hispanic,No,No,No,Yes,Yes
1412,Female,30-49,Black Non-Hispanic,No,No,Yes,Yes,Yes
1413,Male,65+,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1414,Female,50-64,Black Non-Hispanic,Yes,Yes,Yes,No,Yes
1415,Female,65+,Hispanic,No,Yes,Yes,Yes,No
1416,Female,30-49,Black Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1417,Male,65+,Hispanic,No,No,Yes,Yes,No
1418,Female,50-64,White Non-Hispanic,Yes,Yes,Yes,Yes,Yes
1419,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1420,Male,18-29,White Non-Hispanic,Yes,Yes,No,Yes,Yes
1421,Female,65+,Hispanic,No,No,Yes,Yes,No
1422,Male,50-64,Hispanic,Yes,Yes,No,No,No
1423,Female,65+,Hispanic,Yes,No,Yes,No,Yes
1424,Female,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1425,Male,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1426,Male,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1427,Male,50-64,Hispanic,No,Yes,Yes,Yes,Yes
1428,Female,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1429,Female,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,No
1430,Male,65+,White Non-Hispanic,Yes,No,No,Yes,Yes
1431,Female,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1432,Male,65+,Hispanic,No,No,No,Yes,Yes
1433,Male,30-49,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1434,Female,50-64,Hispanic,Yes,Yes,Yes,Yes,No
1435,Female,65+,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1436,Male,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1437,Female,18-29,Hispanic,Yes,No,Yes,Yes,Yes
1438,Female,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1439,Male,50-64,White Non-Hispanic,Yes,Yes,No,Yes,Yes
1440,Male,65+,White Non-Hispanic,Yes,No,Yes,Yes,Yes
1441,Male,65+,Hispanic,Yes,No,Yes,Yes,No
1442,Male,30-49,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1443,Male,30-49,Hispanic,Yes,No,Yes,No,Yes
1444,Male,18-29,White Non-Hispanic,Yes,Yes,Yes,Yes,No
1445,Female,50-64,Hispanic,Yes,No,Yes,No,Yes
1446,Male,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1447,Male,18-29,Black Non-Hispanic,No,Yes,Yes,Yes,Yes
1448,Male,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1449,Female,30-49,Hispanic,Yes,Yes,Yes,Yes,Yes
1450,Female,18-29,White Non-Hispanic,Yes,Yes,Yes,No,Yes
1451,Female,65+,Hispanic,No,No,Yes,Yes,Yes
1452,Female,30-49,White Non-Hispanic,Yes,No,No,Yes,Yes
1453,Male,18-29,Hispanic,Yes,Yes,Yes,Yes,Yes
1454,Female,18-29,Black Non-Hispanic,Yes,No,Yes,Yes,Yes
1455,Male,18-29,Black Non-Hispanic,Yes,No,Yes,No,No
1456,Male,18-29,White Non-Hispanic,No,Yes,Yes,Yes,Yes
1457,Male,30-49,Hispanic,Yes,No,Yes,Yes,Yes
1458,Female,50-64,Hispanic,No,Yes,Yes,No,Yes
1459,Female,50-64,Hispanic,Yes,No,Yes,Yes,Yes
1460,Male,30-49,Black Non-Hispanic,No,No,No,Yes,Yes
1461,Male,18-29,Hispanic,Yes,Yes,No,Yes,Yes
1462,Female,18-29,Black Non-Hispanic,No,No,Yes,Yes,No
